,Medicine Name ,Medicine MF,Medicine MW,IUPAC Name,Compound CID ,Create Date
400,"3-chloro-N-(1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1H-pyrazol-4-yl)-5-(4-methoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003786; ChemDiv1_004038; MLS000686482; CHEMBL1420679; ...",C26H24ClF3N6O3,C26H24ClF3N6O3,Isomeric SMILES: CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=NN4C(CC(NC4=C3Cl)C5=CC=C(C=C5)OC)C(F)(F)F,2884527,  2005-07-29
401,"N-(4-bromophenyl)-3-chloro-5-(4-chlorophenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003548; SMSF0013206; STL329719; AKOS001622489; ...",C20H14BrCl2F3N4O,C20H14BrCl2F3N4O,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=CC=C(C=C3)Br)Cl)C4=CC=C(C=C4)Cl,2884548,  2005-07-29
402,CBMicro_012612; SMSF0013221; STL329637; AKOS000559790; AKOS021991177; ...,C21H15ClF6N4O,C21H15ClF6N4O,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=CC=CC(=C3)C(F)(F)F)Cl)C4=CC=CC=C4,2884574,  2005-07-29
403,CBMicro_014414; HMS1674M16; SMSF0013223; STL330040; AKOS000559592; ...,C16H16ClF3N4O2S,C16H16ClF3N4O2S,Isomeric SMILES: C1COCCN1C(=O)C2=NN3C(CC(NC3=C2Cl)C4=CC=CS4)C(F)(F)F,2884580,  2005-07-29
404,"3-bromo-N-[2-chloro-5-(trifluoromethyl)phenyl]-5-(2-thienyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_007365; SMSF0013263; STK535806; AKOS001620828; ...",C19H12BrClF6N4OS,C19H12BrClF6N4OS,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl)Br)C4=CC=CS4,2884586,  2005-07-29
405,CBMicro_010157; ChemDiv1_007553; CHEMBL4129716; HMS608H07; SMSF0013272; ...,C18H14ClF3N2O2,C18H14ClF3N2O2,Isomeric SMILES: C1C(=NN(C1(C(F)(F)F)O)C(=O)CC2=CC=CC=C2)C3=CC=C(C=C3)Cl,2884596,  2005-07-29
406,CBMicro_002285; SMSF0013273; STL329760; AKOS001622004; CB03814; ...,C25H24Cl2F3N5O,C25H24Cl2F3N5O,Isomeric SMILES: C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=NN4C(CC(NC4=C3)C5=CC(=C(C=C5)Cl)Cl)C(F)(F)F,2884597,  2005-07-29
407,"6073-66-1; [2-ethoxy-4-[9-(4-methoxyphenyl)-7-oxo-5,6,8,9,10,11-hexahydrobenzo[b][1,4]benzodiazepin-6-yl]phenyl] cyclopropanecarboxylate; AG-205/14249016; 2-ethoxy-4-[3-(4-methoxyphenyl)-1-oxo-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-11-yl]phenyl cyclopropanecarboxylate; CBMicro_002325; ...",C32H32N2O5,C32H32N2O5,Isomeric SMILES: CCOC1=C(C=CC(=C1)C2C3=C(CC(CC3=O)C4=CC=C(C=C4)OC)NC5=CC=CC=C5N2)OC(=O)C6CC6,2884603,  2005-07-29
408,CBMicro_012732; ChemDiv2_004388; HMS1381H10; SMSF0013277; ZINC3615898; ...,C14H13ClN2OS,C14H13ClN2OS,Isomeric SMILES: C1=CC=NC(=C1)SCCNC(=O)C2=CC(=CC=C2)Cl,2884605,  2005-07-29
409,"[3-chloro-5-(3,4-dimethoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidin-2-yl](4-phenylpiperazin-1-yl)methanone; CBMicro_011701; ChemDiv1_004128; HMS598L14; SMSF0013281; ...",C26H27ClF3N5O3,C26H27ClF3N5O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)N4CCN(CC4)C5=CC=CC=C5)Cl)N2)C(F)(F)F)OC,2884609,  2005-07-29
410,CBMicro_003748; ZINC195762; SMSF0013283; STK011814; AKOS003672362; ...,C12H14F3N7O,C12H14F3N7O,Isomeric SMILES: CC1=CC(=NC(=N1)NC2=NC(=NC(=N2)NC)OCC(F)(F)F)C,2884612,  2005-07-29
411,CBMicro_001956; ChemDiv1_004193; Oprea1_169943; Oprea1_292174; SCHEMBL10075138; ...,C28H26N2O6,C28H26N2O6,Isomeric SMILES: COC1=CC(=CC(=C1O)OC)C2C3=C(CC(CC3=O)C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C6N2,2884616,  2005-07-29
412,"3-chloro-5-(3,4-dimethoxyphenyl)-2-{[4-(4-fluorophenyl)piperazin-1-yl]carbonyl}-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine; CBMicro_003788; ChemDiv1_004084; HMS598J14; SMSF0013286; ...",C26H26ClF4N5O3,C26H26ClF4N5O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)N4CCN(CC4)C5=CC=C(C=C5)F)Cl)N2)C(F)(F)F)OC,2884617,  2005-07-29
413,CBMicro_001996; ChemDiv1_003888; Oprea1_537450; HMS598A16; SMSF0013291; ...,C27H28N2O7S,C27H28N2O7S,Isomeric SMILES: CCOC(=O)C1=CC=CC=C1NC(=O)C2=C(C(=C(S2)NC(=O)CC3=CC=C(C=C3)OC)C(=O)OCC)C,2884624,  2005-07-29
414,CBMicro_010197; ChemDiv1_007683; CHEMBL4126443; HMS608N05; SMSF0013293; ...,C18H14F3N3O4,C18H14F3N3O4,Isomeric SMILES: C1C(=NN(C1(C(F)(F)F)O)C(=O)CC2=CC=CC=C2)C3=CC=C(C=C3)[N+](=O)[O-],2884626,  2005-07-29
415,"CBMicro_014494; SMSF0013296; CB12149; BIM-0014543.P001; N-[4-(1-hydroxyethyl)phenyl]-5-(4-methylphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide",C23H23F3N4O2,C23H23F3N4O2,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=CC(=N3)C(=O)NC4=CC=C(C=C4)C(C)O)N2)C(F)(F)F,2884629,  2005-07-29
416,"10,10-dichloro-N-(3,4-dichlorophenyl)tricyclo[7.1.0.0~4,6~]decane-5-carboxamide; CBMicro_013844; SMSF0013300; STK709977; AKOS001724351; ...",C17H17Cl4NO,C17H17Cl4NO,Isomeric SMILES: C1CC2C(C2(Cl)Cl)CCC3C1C3C(=O)NC4=CC(=C(C=C4)Cl)Cl,2884633,  2005-07-29
417,"CID 2884636; 6074-18-6; 5-(3,4-dimethoxyphenyl)-N-[3-(1-hydroxyethyl)phenyl]-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; BAS 01841243; CBMicro_014574; ...",C24H25F3N4O4,C24H25F3N4O4,Isomeric SMILES: CC(C1=CC(=CC=C1)NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC(=C(C=C4)OC)OC)O,2884636,  2005-07-29
418,"3-(4-chlorophenyl)-11-[2-(trifluoromethyl)phenyl]-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; 9-(4-chlorophenyl)-6-[2-(trifluoromethyl)phenyl]-5,6,8,9,10,11-hexahydrobenzo[b][1,4]benzodiazepin-7-one; CBMicro_004232; SMSF0013307; STK080190; ...",C26H20ClF3N2O,C26H20ClF3N2O,Isomeric SMILES: C1C(CC(=O)C2=C1NC3=CC=CC=C3NC2C4=CC=CC=C4C(F)(F)F)C5=CC=C(C=C5)Cl,2884637,  2005-07-29
419,6074-21-1; ST50302091; CBMicro_002036; ChemDiv1_004191; Oprea1_207906; ...,C27H23ClN2O4,C27H23ClN2O4,Isomeric SMILES: COC1=CC=C(C=C1)C2CC3=C(C(NC4=CC=CC=C4N3)C5=CC6=C(C=C5Cl)OCO6)C(=O)C2,2884641,  2005-07-29
420,"5-(1,3-benzodioxol-5-yl)-N-(oxolan-2-ylmethyl)-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine-3-carboxamide; 6074-22-2; AG-219/37149038; CBMicro_012494; DTXSID60387243; ...",C20H17F3N4O4,C20H17F3N4O4,Isomeric SMILES: C1CC(OC1)CNC(=O)C2=C3N=C(C=C(N3N=C2)C(F)(F)F)C4=CC5=C(C=C4)OCO5,2884644,  2005-07-29
421,"3-(4-chlorophenyl)-11-(2-nitrophenyl)-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one; 6074-25-5; ST052156; CBMicro_002076; Oprea1_263655; ...",C25H20ClN3O3,C25H20ClN3O3,Isomeric SMILES: C1C(CC(=O)C2=C1NC3=CC=CC=C3NC2C4=CC=CC=C4[N+](=O)[O-])C5=CC=C(C=C5)Cl,2884649,  2005-07-29
422,"SMR000105757; MLS000109820; 3-chloro-5-(3,4-dimethoxyphenyl)-7-(trifluoromethyl)-1,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxylic acid; 3-chloro-5-(3,4-dimethoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxylic acid; CBMicro_012534; ...",C16H15ClF3N3O4,C16H15ClF3N3O4,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)O)Cl)N2)C(F)(F)F)OC,2884651,  2005-07-29
423,6074-34-6; CBMicro_002116; ST50706934; ChemDiv1_004082; HMS598J12; ...,C25H24ClF4N5O,C25H24ClF4N5O,Isomeric SMILES: C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=NN4C(CC(NC4=C3Cl)C5=CC=C(C=C5)F)C(F)(F)F,2884653,  2005-07-29
424,CBMicro_003590; SMSF0013322; STK838233; AKOS001621920; CB05697; ...,C25H24BrClF3N5O2,C25H24BrClF3N5O2,Isomeric SMILES: COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=NN4C(CC(NC4=C3Cl)C5=CC=C(C=C5)Br)C(F)(F)F,2884654,  2005-07-29
425,CBMicro_014004; SMSF0013330; ZINC4699411; STK123665; AKOS000495351; ...,C20H24N2O6,C20H24N2O6,Isomeric SMILES: COC1=CC=C(C=C1)OCC(=O)NCCNC(=O)COC2=CC=C(C=C2)OC,2884664,  2005-07-29
426,CBMicro_010100; Cambridge id 6074565; Oprea1_579743; SMSF0013334; CB13016; ...,C19H19NO2,C19H19NO2,Isomeric SMILES: COC1=CC=CC(=C1)NC2=CC(=O)CC(C2)C3=CC=CC=C3,2884670,  2005-07-29
427,"N-[2-chloro-5-(trifluoromethyl)phenyl]-5-(4-methylphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003750; SMSF0013336; STK343614; AKOS001488935; ...",C22H17ClF6N4O,C22H17ClF6N4O,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=CC(=N3)C(=O)NC4=C(C=CC(=C4)C(F)(F)F)Cl)N2)C(F)(F)F,2884673,  2005-07-29
428,CBMicro_003790; SMSF0013339; STK343290; AKOS001622448; CB05932; ...,C21H23Cl2F3N4O,C21H23Cl2F3N4O,Isomeric SMILES: CC1CCCC(N1C(=O)C2=NN3C(CC(NC3=C2Cl)C4=CC=C(C=C4)Cl)C(F)(F)F)C,2884677,  2005-07-29
429,"5-(4-fluorophenyl)-N-[3-(1-hydroxyethyl)phenyl]-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_012614; SMSF0013340; STK343108; AKOS000559830; ...",C22H20F4N4O2,C22H20F4N4O2,Isomeric SMILES: CC(C1=CC(=CC=C1)NC(=O)C2=NN3C(CC(NC3=C2)C4=CC=C(C=C4)F)C(F)(F)F)O,2884680,  2005-07-29
430,"3-bromo-N-[2-chloro-5-(trifluoromethyl)phenyl]-5-phenyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003830; SMSF0013341; STK343193; AKOS001620660; ...",C21H14BrClF6N4O,C21H14BrClF6N4O,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=C(C=CC(=C3)C(F)(F)F)Cl)Br)C4=CC=CC=C4,2884683,  2005-07-29
431,STK559672; 6074-96-0; CBMicro_010653; Oprea1_360045; DTXSID40387246; ...,C19H21ClN4OS,C19H21ClN4OS,Isomeric SMILES: C1C2CC3CC1CC(C2)(C3)C4=NN=C(S4)NC(=O)NC5=CC=C(C=C5)Cl,2884696,  2005-07-29
432,CBMicro_002156; SMSF0013353; STK025851; AKOS000580981; AKOS021990788; ...,C33H28N2O4,C33H28N2O4,Isomeric SMILES: C1C(CC(=O)C2=C1NC3=CC=CC=C3NC2C4=CC=CC=C4OCC5=CC=CC=C5)C6=CC7=C(C=C6)OCO7,2884703,  2005-07-29
433,CBMicro_014416; SMSF0013354; STL329708; AKOS001622460; BIM-0014549.P001; ...,C25H24ClF4N5O,C25H24ClF4N5O,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)N4CCN(CC4)C5=CC=C(C=C5)F)Cl)N2)C(F)(F)F,2884706,  2005-07-29
434,CBMicro_014456; SMSF0013358; AKOS000559490; CB12103; BIM-0014550.P001; ...,C22H20F4N4O2,C22H20F4N4O2,Isomeric SMILES: CC(C1=CC=C(C=C1)NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=C(C=C4)F)O,2884716,  2005-07-29
435,CBMicro_002236; ChemDiv1_003959; C22H20ClF4N5OS; HMS598D21; SMSF0013359; ...,C22H20ClF4N5OS,C22H20ClF4N5OS,Isomeric SMILES: C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3=NN4C(CC(NC4=C3Cl)C5=CC=CS5)C(F)(F)F,2884718,  2005-07-29
436,CBMicro_012654; ChemDiv1_004086; HMS598J16; SMSF0013362; STK343402; ...,C22H18ClF5N4O3,C22H18ClF5N4O3,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=C(C=C(C=C4)F)F)Cl)N2)C(F)(F)F)OC,2884726,  2005-07-29
437,CBMicro_012694; SMSF0013369; AKOS000617079; AKOS022149886; CB15913; ...,C18H21FN2O3S,C18H21FN2O3S,Isomeric SMILES: CCC(C)NC(=O)CN(C1=CC=C(C=C1)F)S(=O)(=O)C2=CC=CC=C2,2884729,  2005-07-29
438,"N,N-dibenzyl-5-(4-methylphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003599; SMSF0013377; STL330306; AKOS001622463; ...",C29H27F3N4O,C29H27F3N4O,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=CC(=N3)C(=O)N(CC4=CC=CC=C4)CC5=CC=CC=C5)N2)C(F)(F)F,2884734,  2005-07-29
439,"CBMicro_003639; CHEMBL521420; 5-(4-bromophenyl)-N-(5-chloro-2-hydroxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; SMSF0013380; STK343265; ...",C20H15BrClF3N4O2,C20H15BrClF3N4O2,Isomeric SMILES: C1C(NC2=C(C=NN2C1C(F)(F)F)C(=O)NC3=C(C=CC(=C3)Cl)O)C4=CC=C(C=C4)Br,2884738,  2005-07-29
440,CBMicro_012496; ChemDiv1_003910; HMS598B16; SMSF0013390; STK343296; ...,C21H20ClF3N4O3S,C21H20ClF3N4O3S,Isomeric SMILES: COC1=C(C=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NCC4=CC=CS4)Cl)N2)C(F)(F)F)OC,2884749,  2005-07-29
441,"4-(5-bromo-2-fluorophenyl)-3,4-dihydrobenzo[h]quinolin-2(1H)-one; ChemDivAM_000870; CBMicro_004280; ChemDiv1_021648; Oprea1_421174; ...",C19H13BrFNO,C19H13BrFNO,Isomeric SMILES: C1C(C2=C(C3=CC=CC=C3C=C2)NC1=O)C4=C(C=CC(=C4)Br)F,2884751,  2005-07-29
442,CBMicro_001998; ChemDiv1_003942; HMS598D04; SMSF0013393; STK343613; ...,C28H32F3N5O4,C28H32F3N5O4,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)C2CC(N3C(=C(C=N3)C(=O)N4CCN(CC4)CC5=CC=CC=C5)N2)C(F)(F)F,2884752,  2005-07-29
443,SMSF0013398; ZINC19791168; CB05450; BIM-0003741.P001,C20H36N2O4,C20H36N2O4,Isomeric SMILES: CCC/C(=C(\NCCN/C(=C(/C(=O)OCC)\CCC)/C)/C)/C(=O)OCC,2884757,  2005-07-29
444,"[5-(4-bromophenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidin-3-yl][4-(2-methoxyphenyl)piperazin-1-yl]methanone; CBMicro_002038; ChemDiv1_003946; HMS598D08; SMSF0013403; ...",C25H25BrF3N5O2,C25H25BrF3N5O2,Isomeric SMILES: COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=C4NC(CC(N4N=C3)C(F)(F)F)C5=CC=C(C=C5)Br,2884766,  2005-07-29
445,CBMicro_007527; CCG-3968; SMSF0013404; STK343213; AKOS001620943; ...,C19H13BrF6N4O2S,C19H13BrF6N4O2S,Isomeric SMILES: C1C(NC2=C(C(=NN2C1C(F)(F)F)C(=O)NC3=CC=C(C=C3)OC(F)(F)F)Br)C4=CC=CS4,2884768,  2005-07-29
446,305347-98-2; 3-(1-butyl-1H-benzo[d]imidazol-2-yl)propan-1-ol; 3-(1-butyl-1H-benzimidazol-2-yl)propan-1-ol; 3-(1-butylbenzimidazol-2-yl)propan-1-ol; CBMicro_009981; ...,C14H20N2O,C14H20N2O,Isomeric SMILES: CCCCN1C2=CC=CC=C2N=C1CCCO,2884771,  2005-07-29
447,"CBMicro_003719; ChemDiv1_004076; HMS598J06; 5-(4-bromophenyl)-N-(3,4-dichlorophenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; SMSF0013408; ...",C20H14BrCl2F3N4O,C20H14BrCl2F3N4O,Isomeric SMILES: C1C(NC2=C(C=NN2C1C(F)(F)F)C(=O)NC3=CC(=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Br,2884774,  2005-07-29
448,"3-chloro-N-(2,3-dichlorophenyl)-5-(4-methoxyphenyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_012696; SMSF0013412; STK343401; AKOS000559171; ...",C21H16Cl3F3N4O2,C21H16Cl3F3N4O2,Isomeric SMILES: COC1=CC=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=C(C(=CC=C4)Cl)Cl)Cl)N2)C(F)(F)F,2884782,  2005-07-29
449,CBMicro_010571; Oprea1_817460; SMSF0013420; STK360847; ZINC12420757; ...,C25H30N2O4S,C25H30N2O4S,Isomeric SMILES: COC1=CC=C(C=C1)N(CC(=O)NC23CC4CC(C2)CC(C4)C3)S(=O)(=O)C5=CC=CC=C5,2884785,  2005-07-29
450,CBMicro_003799; ChemDiv1_003986; HMS598F04; SMSF0013421; STK343632; ...,C24H24F3N5O7,C24H24F3N5O7,Isomeric SMILES: COC1=CC(=CC(=C1)[N+](=O)[O-])NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC(=C(C(=C4)OC)OC)OC,2884788,  2005-07-29
451,CBMicro_013805; SMSF0013422; STK709947; CB06862; BIM-0013806.P001; ...,C16H11Cl4NO,C16H11Cl4NO,Isomeric SMILES: C1=CC=C(C=C1)C2C(C2(Cl)Cl)C(=O)NC3=CC(=C(C=C3)Cl)Cl,2884789,  2005-07-29
452,"ethyl 5-(2-methylphenyl)-4,6-dioxo-1,3a,4,5,6,6a-hexahydropyrrolo[3,4-c]pyrazole-3-carboxylate; CBMicro_013845; ChemDiv1_022273; HMS650E09; SMSF0013425; ...",C15H15N3O4,C15H15N3O4,Isomeric SMILES: CCOC(=O)C1=NNC2C1C(=O)N(C2=O)C3=CC=CC=C3C,2884793,  2005-07-29
453,"(9R,10R,11S,15S)-13-(3-chloro-2-methylphenyl)-9-methyl-11,15-dihydro-9H-9,10-[3,4]epipyrroloanthracene-12,14(10H,13H)-dione; CBMicro_012333; ChemDiv1_022187; Oprea1_795574; HMS650A11; ...",C26H20ClNO2,C26H20ClNO2,Isomeric SMILES: CC1=C(C=CC=C1Cl)N2C(=O)C3C4C5=CC=CC=C5C(C3C2=O)(C6=CC=CC=C46)C,2884796,  2005-07-29
454,CBMicro_012736; SMSF0013433; STK343310; AKOS000559053; AKOS021991479; ...,C22H19Cl2F3N4O2,C22H19Cl2F3N4O2,Isomeric SMILES: COC1=CC=C(C=C1)CNC(=O)C2=NN3C(CC(NC3=C2)C4=CC(=C(C=C4)Cl)Cl)C(F)(F)F,2884802,  2005-07-29
455,"CBMicro_003839; ChemDiv1_003990; HMS598F08; 5-(4-bromophenyl)-7-(trifluoromethyl)-N-(3,4,5-trimethoxyphenyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; SMSF0013434; ...",C23H22BrF3N4O4,C23H22BrF3N4O4,Isomeric SMILES: COC1=CC(=CC(=C1OC)OC)NC(=O)C2=C3NC(CC(N3N=C2)C(F)(F)F)C4=CC=C(C=C4)Br,2884803,  2005-07-29
456,"5-(4-bromophenyl)-N-(2-thienylmethyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; 5-(4-bromophenyl)-N-(thiophen-2-ylmethyl)-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide; CBMicro_014536; SMSF0013440; STK331611; ...",C19H16BrF3N4OS,C19H16BrF3N4OS,Isomeric SMILES: C1C(NC2=C(C=NN2C1C(F)(F)F)C(=O)NCC3=CC=CS3)C4=CC=C(C=C4)Br,2884804,  2005-07-29
457,CBMicro_002158; Oprea1_366380; Oprea1_545059; SMSF0013442; STK045626; ...,C28H28N2O2,C28H28N2O2,Isomeric SMILES: CC(C)OC1=CC=CC=C1C2C3=C(CC(CC3=O)C4=CC=CC=C4)NC5=CC=CC=C5N2,2884806,  2005-07-29
458,CBMicro_014616; SMSF0013449; AKOS000559324; AKOS030484785; CB12291; ...,C19H21F3N4OS,C19H21F3N4OS,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=C(C=N3)C(=O)N4CCSCC4)N2)C(F)(F)F,2884812,  2005-07-29
459,6076-50-2; BAS 01841035; CBMicro_014656; ChemDiv1_003999; HMS598F17; ...,C19H23BrF3N5O2S,C19H23BrF3N5O2S,Isomeric SMILES: C1COCCN1CCCNC(=O)C2=NN3C(CC(NC3=C2Br)C4=CC=CS4)C(F)(F)F,2884816,  2005-07-29
460,CBMicro_003662; SMSF0013460; STK396777; AKOS005431291; CB05783; ...,C18H14F4N2O2,C18H14F4N2O2,Isomeric SMILES: CC1=CC(=CC=C1)C(=O)N2C(CC(=N2)C3=CC=C(C=C3)F)(C(F)(F)F)O,2884822,  2005-07-29
461,"CBMicro_003702; 6076-63-7; N-(3,4-dichlorophenyl)-5-phenyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; DTXSID40417456; SMSF0013461; ...",C20H15Cl2F3N4O,C20H15Cl2F3N4O,Isomeric SMILES: C1C(NC2=CC(=NN2C1C(F)(F)F)C(=O)NC3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4,2884824,  2005-07-29
462,CBMicro_010651; SMSF0013462; ZINC5091813; CB13643; BIM-0010602.P001,C19H11Cl2NO2,C19H11Cl2NO2,Isomeric SMILES: C1=CC=C2C(=C1)C3=C(O2)C=C(C=C3)NC(=O)C4=C(C=CC=C4Cl)Cl,2884827,  2005-07-29
463,6076-67-1; BAS 01841734; CBMicro_012485; ChemDiv1_004214; HMS598P12; ...,C26H24ClF3N6O2,C26H24ClF3N6O2,Isomeric SMILES: CC1=CC=C(C=C1)C2CC(N3C(=C(C(=N3)C(=O)NC4=C(N(N(C4=O)C5=CC=CC=C5)C)C)Cl)N2)C(F)(F)F,2884828,  2005-07-29
464,CBMicro_002238; SMSF0013464; STK343538; AKOS001621000; AKOS022075489; ...,C29H27ClF3N5OS,C29H27ClF3N5OS,Isomeric SMILES: C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)C4=NN5C(CC(NC5=C4Cl)C6=CC=CS6)C(F)(F)F,2884835,  2005-07-29
465,"Cyclopropanehexacarboxylic acid, hexaethyl ester; hexaethyl cyclopropane-1,1,2,2,3,3-hexacarboxylate; 61936-90-1; CBMicro_004204; DTXSID10387253; ...",C21H30O12,C21H30O12,Isomeric SMILES: CCOC(=O)C1(C(C1(C(=O)OCC)C(=O)OCC)(C(=O)OCC)C(=O)OCC)C(=O)OCC,2884837,  2005-07-29
466,"6076-84-2; 1-O-tert-butyl 2-O-[2-oxo-2-(4-phenylphenyl)ethyl] 4-hydroxypyrrolidine-1,2-dicarboxylate; MLS000856402; SMR000279347; CBMicro_012525; ...",C24H27NO6,C24H27NO6,Isomeric SMILES: CC(C)(C)OC(=O)N1CC(CC1C(=O)OCC(=O)C2=CC=C(C=C2)C3=CC=CC=C3)O,2884840,  2005-07-29
467,6076-89-7; AC1MEVGN; CBMicro_009501; C25H25BrO3S; DTXSID30387255; ...,C25H25BrO3S,C25H25BrO3S,Isomeric SMILES: CC(C)(C)C1=CC=C(C=C1)C(CC(=O)C2=CC=C(C=C2)Br)S(=O)(=O)C3=CC=CC=C3,2884844,  2005-07-29
468,"CBMicro_009122; SMSF0013471; BIM-0009103.P001; EU-0012488; 1-(2-bromobenzoyl)-3-phenyl-5-(trifluoromethyl)-4,5-dihydro-1H-pyrazol-5-ol",C17H12BrF3N2O2,C17H12BrF3N2O2,Isomeric SMILES: C1C(=NN(C1(C(F)(F)F)O)C(=O)C2=CC=CC=C2Br)C3=CC=CC=C3,2884856,  2005-07-29
469,"5-(4-bromophenyl)-N-[2-(methylsulfanyl)phenyl]-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_003782; SMSF0013475; STK837857; AKOS001622075; ...",C21H18BrF3N4OS,C21H18BrF3N4OS,Isomeric SMILES: CSC1=CC=CC=C1NC(=O)C2=NN3C(CC(NC3=C2)C4=CC=C(C=C4)Br)C(F)(F)F,2884862,  2005-07-29
470,"N-(5-bromo-2-pyridinyl)-5-phenyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; N-(5-bromopyridin-2-yl)-5-phenyl-7-(trifluoromethyl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-2-carboxamide; CBMicro_014696; SMSF0013480; STK343270; ...",C19H15BrF3N5O,C19H15BrF3N5O,Isomeric SMILES: C1C(NC2=CC(=NN2C1C(F)(F)F)C(=O)NC3=NC=C(C=C3)Br)C4=CC=CC=C4,2884871,  2005-07-29
